Calories,Protein,Fat,Carbs,Sugar,Fiber,Sodium,Cholesterol,Glycemic_Index,Water_Content,Serving_Size,Meal_Type,Preparation_Method,Is_Vegan,Is_Gluten_Free,Food_Name,Food_Name_encoded
0.5593721972074163,0.4941587893870729,0.4706651833531444,0.759884825222518,0.2108743247327881,0.2203813163143444,0.8093433240503056,0.2901758772409799,0.9189194860805284,0.3203354765766548,197.5700425633296,dinner,fried,False,False,Pizza,6
0.3464689155389314,0.1322716382918554,0.3852174976290111,0.5002951963449331,0.7140250090484598,0.0222361210855815,0.0857043298999261,0.3982948739026399,0.7831427640894576,0.3788099742675399,103.83350985259533,snack,raw,False,True,Ice Cream,4
0.6694159664104398,0.493686971741246,0.6595555497187743,0.6351828893960367,0.2730315163492193,0.1355765132354109,0.8288640593281958,0.4042769289392189,0.7046273147541778,0.2429862409929818,198.98936724298508,snack,raw,False,False,Burger,2
0.3066547842476332,0.3217498426510849,0.1777382852630423,0.6916079070014048,0.1303595489058846,0.2918893464947893,0.3758907629666277,0.3310564778935018,0.773752154223507,0.4845601995679102,135.71420241177694,lunch,fried,False,True,Sushi,9
0.5156972794440963,0.2034780955384363,0.5416760555725698,0.6411615886809634,0.7579267892695852,0.250115890868922,0.3703482005903611,0.1788545025198593,0.7928592333730001,0.1457116374513117,73.01947373316766,snack,baked,False,False,Donut,3
0.4885338615127514,0.4543598585776845,0.4599519544484685,0.755174915093603,0.2585130410822705,0.4101972352800578,0.8325668404451347,0.510779280628319,0.723190805535558,0.2615240371169707,178.40832500292737,breakfast,raw,False,False,Burger,2
0.3919748705580386,0.0654921953626233,0.3252094467125354,0.5778897384345228,0.9722974682570108,0.0937391165577615,0.0908162744619873,0.3409752367337254,0.7537875656427965,0.3865992023233854,100.81547512635296,snack,baked,False,True,Ice Cream,4
0.2812037384875574,0.0760216069630124,0.3129076499743459,0.4603533500548374,0.8373702937970229,0.1149055666785494,0.1080218233319923,0.4252115698256384,0.6653189304925194,0.4368348234516406,89.06818835745639,breakfast,grilled,False,True,Ice Cream,4
0.700487874366013,0.9849040381448508,0.956968523337536,0.0,0.0,0.0,0.1098664016999853,0.9283307621527572,0.0107827996089946,0.4403508544221352,192.96036623018807,snack,grilled,False,True,Steak,8
0.7218772867895621,0.4920163081268403,0.5994230914910296,0.7180489587029677,0.301699551364039,0.0758037309728443,0.9254841102758764,0.3786438396725599,0.8450173327089461,0.3610051253141716,174.06156720581282,breakfast,raw,False,False,Burger,2
0.5731710756261682,0.3641944830701554,0.3305066295764026,0.7144116983348183,0.2369820417609344,0.6886063911622204,0.802843648688041,0.4192668357743661,0.9047332627516698,0.2279373558334759,198.8289926297924,lunch,grilled,False,False,Pizza,6
0.5482884654538682,0.5011348972668402,0.410517669835593,0.7830519785433491,0.2298177236821745,0.1795730112015464,0.919097649712102,0.4459113055558349,0.7916357981999521,0.2710843647067811,181.90172499254788,dinner,grilled,False,False,Burger,2
0.7175183610878514,0.5934568100259525,0.2861575443980464,0.6164926693230502,0.2201701958588146,0.2843973357294492,0.7983728809971541,0.2519076101989153,0.8616275768688897,0.2578747242300893,202.5115633466492,lunch,raw,False,False,Pizza,6
0.332104352189175,0.3635519528679168,0.3355314625279571,0.4707504792301763,0.205051598513737,0.4375431657522531,0.4092585254946035,0.1162700815166721,0.6865225438464194,0.4660126972280079,149.74190912015962,dinner,baked,False,True,Sushi,9
0.9022508552314312,0.9853703877843214,0.7697152476366079,0.0068268262947477,0.0,0.0,0.1069851626850329,0.9050486396260008,0.0,0.4278172519390567,191.80948374088263,lunch,fried,False,True,Steak,8
0.8821134939282588,0.4641171891637961,0.7028954815184727,0.7088692035591145,0.1968683926687264,0.5894732198330673,0.8690205455870148,0.4417026685155007,0.8702182144336807,0.2084529304172671,178.43865054511585,snack,baked,False,False,Burger,2
0.6256677394289726,0.3583453883212382,0.4096831496936112,0.6366441471136135,0.1972850964478256,0.1692121175334693,0.7662938363840757,0.2775926921362888,0.891773103228587,0.2391168865464655,182.3209139898213,lunch,grilled,False,False,Pizza,6
0.0,0.009051085057854,0.0,0.6075375406532428,0.8073234196949076,0.8990773496765352,0.0031130333959956,0.0,0.5308231025900021,0.9782086625759084,158.82286492599215,breakfast,grilled,True,True,Apple,0
0.5708539212896249,0.1724813019501539,0.3579119338569957,0.5588587382447995,0.9570536422154092,0.2725198238515351,0.3287040678257652,0.1627780982034846,0.8867140275182172,0.0884657193726898,82.36128872452123,breakfast,fried,False,False,Donut,3
0.4655841508355838,0.4805198741282682,0.3543157337295404,0.8030148738821316,0.2386563407137487,0.3828001112190007,0.8122202618330119,0.2317228327857674,0.952541347711708,0.2608074803650849,196.46911006612967,dinner,raw,False,False,Pizza,6
0.4029686755177467,0.0681729908829944,0.3965978254488805,0.4999399760854439,0.9793086067254652,0.0768838166841734,0.0887977050286488,0.3810013867859362,0.6495843302686778,0.3206648074811687,90.76564276044654,snack,fried,False,True,Ice Cream,4
0.3746880285921777,0.1255565479043735,0.4870659842254374,0.6294891047956863,0.5100852575384501,0.2085250358871718,0.4323848979474808,0.2586460682006669,0.8572751583698159,0.1578319348995223,79.39015783516525,snack,grilled,False,False,Donut,3
0.4044403655917362,0.2978669632644786,0.137930161816983,0.5960148399761962,0.1454406857434681,0.352867208947253,0.3713783412434888,0.1877127814407015,0.7614953916717131,0.3548552637046284,141.3890235542569,dinner,baked,False,True,Sushi,9
0.7192772640385883,0.5839365336765232,0.6024067264883552,0.4681819329876238,0.2129330308281961,0.303932958695615,0.855386278465661,0.4423697240795721,0.957919095582212,0.3927977139427446,168.7219662647589,breakfast,raw,False,False,Burger,2
0.8568528935614493,0.3370356679969704,0.5348634231153041,0.6558613812866317,0.2380269123650914,0.2993294572029689,0.937293181430726,0.5213809488766769,0.7809426296122196,0.2021233470895362,170.1831949904688,dinner,grilled,False,False,Burger,2
0.0214910867037844,0.0469948867994892,0.0032312986889811,0.6463626705257509,0.5490074529040229,0.5786414699741802,0.0,0.0,0.5955133781326787,0.7607894739783989,110.11499195206216,breakfast,fried,True,True,Banana,1
0.2769026750181345,0.1192477940450677,0.3668338267838753,0.580136360517103,0.9993802322398364,0.1020022456472908,0.0735600013987601,0.3745619666883164,0.7637130567694458,0.3163969219186544,112.0913075428758,lunch,grilled,False,True,Ice Cream,4
0.6032707752131125,0.4094242628389309,0.5323714371044638,0.592593766575249,0.2459959416557556,0.2869329990558785,0.8016754740537171,0.2028350046401018,0.9015316815816584,0.2359972206678866,178.96229872334342,lunch,fried,False,False,Pizza,6
0.5498536813988392,0.3654636689361443,0.4738398106568156,0.7326747158294855,0.2833343723696478,0.2402344492608094,0.7400349986169503,0.3289855064851069,0.918840874696648,0.114910885561211,190.83160423775064,snack,raw,False,False,Pizza,6
0.730759375107081,0.4653709676251008,0.580680575212745,0.6705157229990878,0.2823803174839563,0.1888279232706012,0.7588919849903357,0.4729771634760269,0.8506655640611105,0.2494458705112767,186.67705521970765,snack,grilled,False,False,Burger,2
0.564083269608467,0.3518480239113816,0.4778843240622388,0.6005716556579132,0.2367029239169678,0.287535226473385,0.8802104682252532,0.3630101419920846,0.9849704647246548,0.3041339242360955,196.1274883915081,breakfast,fried,False,False,Pizza,6
0.6468628262832905,0.1235595915895444,0.3433691888013135,0.77864705135159,0.8090257460857603,0.0414656768706916,0.3739715409415788,0.1555251851158545,0.8627436882313219,0.0963729281707011,81.0658630908521,dinner,grilled,False,False,Donut,3
0.5913287661370006,0.4587917207956371,0.4894339737562443,0.739970499414422,0.235861924650208,0.2565760721724702,0.8586548902327751,0.2887607179373909,0.900151467167491,0.0846975571021147,197.275793454783,breakfast,baked,False,False,Pizza,6
0.1471186158472808,0.4036356024091416,0.1688817435629584,0.5241354968742882,0.1860041645803513,0.265653102170877,0.3413583174445308,0.260539466530321,0.7586575833839887,0.4380764915492907,134.61283005126168,breakfast,grilled,False,True,Sushi,9
0.7263701497274516,0.4100065066309484,0.2759544232487625,0.5224443397938698,0.2977777396543548,0.5451128002178884,0.8751422853212671,0.4068217458537138,0.7105330187537902,0.2666870452065897,178.7098345558298,lunch,raw,False,False,Burger,2
